This job can be monitored from: https://scruffy.c3se.chalmers.se/d/alvis-job/alvis-job?var-jobid=551743&from=1662750828000
flat_modules is the only option now for updated Alvis nodes. You can remove this function call.
  0%|          | 0/23 [00:00<?, ?it/s]
epoch 502 iter 7: train loss 0.77991. lr 5.999992e-03:  26%|██▌       | 6/23 [00:00<00:01, 14.56it/s]
epoch 502 iter 7: train loss 0.77991. lr 5.999992e-03:  35%|███▍      | 8/23 [00:00<00:01, 14.55it/s]
epoch 502 iter 8: train loss 0.74399. lr 5.999992e-03:  35%|███▍      | 8/23 [00:00<00:01, 14.55it/s]
epoch 502 iter 9: train loss 0.74309. lr 5.999992e-03:  35%|███▍      | 8/23 [00:00<00:01, 14.55it/s]
epoch 502 iter 9: train loss 0.74309. lr 5.999992e-03:  43%|████▎     | 10/23 [00:00<00:00, 14.56it/s]
epoch 502 iter 10: train loss 0.74451. lr 5.999992e-03:  43%|████▎     | 10/23 [00:00<00:00, 14.56it/s]
epoch 502 iter 11: train loss 0.74129. lr 5.999992e-03:  43%|████▎     | 10/23 [00:00<00:00, 14.56it/s]
epoch 502 iter 11: train loss 0.74129. lr 5.999992e-03:  52%|█████▏    | 12/23 [00:00<00:00, 14.57it/s]
epoch 502 iter 12: train loss 0.73007. lr 5.999992e-03:  52%|█████▏    | 12/23 [00:00<00:00, 14.57it/s]
epoch 502 iter 13: train loss 0.74716. lr 5.999992e-03:  52%|█████▏    | 12/23 [00:00<00:00, 14.57it/s]
epoch 502 iter 13: train loss 0.74716. lr 5.999992e-03:  61%|██████    | 14/23 [00:00<00:00, 14.57it/s]
epoch 502 iter 14: train loss 0.75142. lr 5.999992e-03:  61%|██████    | 14/23 [00:01<00:00, 14.57it/s]
epoch 502 iter 15: train loss 0.73281. lr 5.999992e-03:  61%|██████    | 14/23 [00:01<00:00, 14.57it/s]
epoch 502 iter 15: train loss 0.73281. lr 5.999992e-03:  70%|██████▉   | 16/23 [00:01<00:00, 14.57it/s]
epoch 502 iter 16: train loss 0.77648. lr 5.999992e-03:  70%|██████▉   | 16/23 [00:01<00:00, 14.57it/s]
epoch 502 iter 17: train loss 0.75561. lr 5.999992e-03:  70%|██████▉   | 16/23 [00:01<00:00, 14.57it/s]
epoch 502 iter 17: train loss 0.75561. lr 5.999992e-03:  78%|███████▊  | 18/23 [00:01<00:00, 14.51it/s]
epoch 502 iter 18: train loss 0.71419. lr 5.999992e-03:  78%|███████▊  | 18/23 [00:01<00:00, 14.51it/s]
epoch 502 iter 19: train loss 0.71520. lr 5.999992e-03:  78%|███████▊  | 18/23 [00:01<00:00, 14.51it/s]
epoch 502 iter 19: train loss 0.71520. lr 5.999992e-03:  87%|████████▋ | 20/23 [00:01<00:00, 14.52it/s]
epoch 502 iter 20: train loss 0.75814. lr 5.999992e-03:  87%|████████▋ | 20/23 [00:01<00:00, 14.52it/s]
epoch 502 iter 21: train loss 0.73430. lr 5.999992e-03:  87%|████████▋ | 20/23 [00:01<00:00, 14.52it/s]
epoch 502 iter 21: train loss 0.73430. lr 5.999992e-03:  96%|█████████▌| 22/23 [00:01<00:00, 14.51it/s]
epoch 502 iter 22: train loss 0.72538. lr 5.999992e-03:  96%|█████████▌| 22/23 [00:01<00:00, 14.51it/s]
epoch 502 iter 22: train loss 0.72538. lr 5.999992e-03: 100%|██████████| 23/23 [00:01<00:00, 14.57it/s]

  0%|          | 0/23 [00:00<?, ?it/s]
epoch 503 iter 0: train loss 0.73233. lr 5.999992e-03:   0%|          | 0/23 [00:00<?, ?it/s]
epoch 503 iter 1: train loss 0.69693. lr 5.999992e-03:   0%|          | 0/23 [00:00<?, ?it/s]
epoch 503 iter 1: train loss 0.69693. lr 5.999992e-03:   9%|▊         | 2/23 [00:00<00:01, 14.53it/s]
epoch 503 iter 2: train loss 0.74226. lr 5.999992e-03:   9%|▊         | 2/23 [00:00<00:01, 14.53it/s]
epoch 503 iter 3: train loss 0.72736. lr 5.999992e-03:   9%|▊         | 2/23 [00:00<00:01, 14.53it/s]
epoch 503 iter 3: train loss 0.72736. lr 5.999992e-03:  17%|█▋        | 4/23 [00:00<00:01, 14.54it/s]
epoch 503 iter 4: train loss 0.76889. lr 5.999992e-03:  17%|█▋        | 4/23 [00:00<00:01, 14.54it/s]
epoch 503 iter 5: train loss 0.74402. lr 5.999992e-03:  17%|█▋        | 4/23 [00:00<00:01, 14.54it/s]
epoch 503 iter 5: train loss 0.74402. lr 5.999992e-03:  26%|██▌       | 6/23 [00:00<00:01, 14.53it/s]
epoch 503 iter 6: train loss 0.72875. lr 5.999992e-03:  26%|██▌       | 6/23 [00:00<00:01, 14.53it/s]
epoch 503 iter 7: train loss 0.71771. lr 5.999992e-03:  26%|██▌       | 6/23 [00:00<00:01, 14.53it/s]
epoch 503 iter 7: train loss 0.71771. lr 5.999992e-03:  35%|███▍      | 8/23 [00:00<00:01, 14.55it/s]
epoch 503 iter 8: train loss 0.70196. lr 5.999992e-03:  35%|███▍      | 8/23 [00:00<00:01, 14.55it/s]
epoch 503 iter 9: train loss 0.74644. lr 5.999992e-03:  35%|███▍      | 8/23 [00:00<00:01, 14.55it/s]
epoch 503 iter 9: train loss 0.74644. lr 5.999992e-03:  43%|████▎     | 10/23 [00:00<00:00, 14.50it/s]
epoch 503 iter 10: train loss 0.74111. lr 5.999992e-03:  43%|████▎     | 10/23 [00:00<00:00, 14.50it/s]
epoch 503 iter 11: train loss 0.72200. lr 5.999992e-03:  43%|████▎     | 10/23 [00:00<00:00, 14.50it/s]
epoch 503 iter 11: train loss 0.72200. lr 5.999992e-03:  52%|█████▏    | 12/23 [00:00<00:00, 14.53it/s]
epoch 503 iter 12: train loss 0.78016. lr 5.999992e-03:  52%|█████▏    | 12/23 [00:00<00:00, 14.53it/s]
epoch 503 iter 13: train loss 0.73700. lr 5.999992e-03:  52%|█████▏    | 12/23 [00:00<00:00, 14.53it/s]
epoch 503 iter 13: train loss 0.73700. lr 5.999992e-03:  61%|██████    | 14/23 [00:00<00:00, 14.52it/s]
epoch 503 iter 14: train loss 0.73395. lr 5.999992e-03:  61%|██████    | 14/23 [00:01<00:00, 14.52it/s]
epoch 503 iter 15: train loss 0.76730. lr 5.999992e-03:  61%|██████    | 14/23 [00:01<00:00, 14.52it/s]
epoch 503 iter 15: train loss 0.76730. lr 5.999992e-03:  70%|██████▉   | 16/23 [00:01<00:00, 14.53it/s]
epoch 503 iter 16: train loss 0.74497. lr 5.999992e-03:  70%|██████▉   | 16/23 [00:01<00:00, 14.53it/s]
epoch 503 iter 17: train loss 0.74379. lr 5.999992e-03:  70%|██████▉   | 16/23 [00:01<00:00, 14.53it/s]
epoch 503 iter 17: train loss 0.74379. lr 5.999992e-03:  78%|███████▊  | 18/23 [00:01<00:00, 14.53it/s]
epoch 503 iter 18: train loss 0.70426. lr 5.999992e-03:  78%|███████▊  | 18/23 [00:01<00:00, 14.53it/s]
epoch 503 iter 19: train loss 0.73635. lr 5.999992e-03:  78%|███████▊  | 18/23 [00:01<00:00, 14.53it/s]
epoch 503 iter 19: train loss 0.73635. lr 5.999992e-03:  87%|████████▋ | 20/23 [00:01<00:00, 14.57it/s]
epoch 503 iter 20: train loss 0.76594. lr 5.999992e-03:  87%|████████▋ | 20/23 [00:01<00:00, 14.57it/s]
epoch 503 iter 21: train loss 0.72097. lr 5.999992e-03:  87%|████████▋ | 20/23 [00:01<00:00, 14.57it/s]
epoch 503 iter 21: train loss 0.72097. lr 5.999992e-03:  96%|█████████▌| 22/23 [00:01<00:00, 14.56it/s]
epoch 503 iter 22: train loss 0.73906. lr 5.999992e-03:  96%|█████████▌| 22/23 [00:01<00:00, 14.56it/s]
epoch 503 iter 22: train loss 0.73906. lr 5.999992e-03: 100%|██████████| 23/23 [00:01<00:00, 14.57it/s]

  0%|          | 0/23 [00:00<?, ?it/s]
epoch 504 iter 0: train loss 0.74648. lr 5.999992e-03:   0%|          | 0/23 [00:00<?, ?it/s]
epoch 504 iter 1: train loss 0.71649. lr 5.999992e-03:   0%|          | 0/23 [00:00<?, ?it/s]
epoch 504 iter 1: train loss 0.71649. lr 5.999992e-03:   9%|▊         | 2/23 [00:00<00:01, 14.58it/s]
epoch 504 iter 2: train loss 0.72434. lr 5.999992e-03:   9%|▊         | 2/23 [00:00<00:01, 14.58it/s]
epoch 504 iter 3: train loss 0.73143. lr 5.999992e-03:   9%|▊         | 2/23 [00:00<00:01, 14.58it/s]
epoch 504 iter 3: train loss 0.73143. lr 5.999992e-03:  17%|█▋        | 4/23 [00:00<00:01, 14.54it/s]
epoch 504 iter 4: train loss 0.74437. lr 5.999992e-03:  17%|█▋        | 4/23 [00:00<00:01, 14.54it/s]
epoch 504 iter 5: train loss 0.75660. lr 5.999992e-03:  17%|█▋        | 4/23 [00:00<00:01, 14.54it/s]
epoch 504 iter 5: train loss 0.75660. lr 5.999992e-03:  26%|██▌       | 6/23 [00:00<00:01, 14.52it/s]
epoch 504 iter 6: train loss 0.73756. lr 5.999992e-03:  26%|██▌       | 6/23 [00:00<00:01, 14.52it/s]
epoch 504 iter 7: train loss 0.71875. lr 5.999992e-03:  26%|██▌       | 6/23 [00:00<00:01, 14.52it/s]
epoch 504 iter 7: train loss 0.71875. lr 5.999992e-03:  35%|███▍      | 8/23 [00:00<00:01, 14.53it/s]
epoch 504 iter 8: train loss 0.75039. lr 5.999992e-03:  35%|███▍      | 8/23 [00:00<00:01, 14.53it/s]
epoch 504 iter 9: train loss 0.78977. lr 5.999992e-03:  35%|███▍      | 8/23 [00:00<00:01, 14.53it/s]
epoch 504 iter 9: train loss 0.78977. lr 5.999992e-03:  43%|████▎     | 10/23 [00:00<00:00, 14.53it/s]
epoch 504 iter 10: train loss 0.72619. lr 5.999992e-03:  43%|████▎     | 10/23 [00:00<00:00, 14.53it/s]
epoch 504 iter 11: train loss 0.71177. lr 5.999992e-03:  43%|████▎     | 10/23 [00:00<00:00, 14.53it/s]
epoch 504 iter 11: train loss 0.71177. lr 5.999992e-03:  52%|█████▏    | 12/23 [00:00<00:00, 14.54it/s]
epoch 504 iter 12: train loss 0.73034. lr 5.999992e-03:  52%|█████▏    | 12/23 [00:00<00:00, 14.54it/s]
epoch 504 iter 13: train loss 0.76332. lr 5.999992e-03:  52%|█████▏    | 12/23 [00:00<00:00, 14.54it/s]
epoch 504 iter 13: train loss 0.76332. lr 5.999992e-03:  61%|██████    | 14/23 [00:00<00:00, 14.53it/s]
epoch 504 iter 14: train loss 0.78123. lr 5.999992e-03:  61%|██████    | 14/23 [00:01<00:00, 14.53it/s]
epoch 504 iter 15: train loss 0.72217. lr 5.999992e-03:  61%|██████    | 14/23 [00:01<00:00, 14.53it/s]
epoch 504 iter 15: train loss 0.72217. lr 5.999992e-03:  70%|██████▉   | 16/23 [00:01<00:00, 14.54it/s]
epoch 504 iter 16: train loss 0.74994. lr 5.999992e-03:  70%|██████▉   | 16/23 [00:01<00:00, 14.54it/s]
epoch 504 iter 17: train loss 0.76158. lr 5.999992e-03:  70%|██████▉   | 16/23 [00:01<00:00, 14.54it/s]
epoch 504 iter 17: train loss 0.76158. lr 5.999992e-03:  78%|███████▊  | 18/23 [00:01<00:00, 14.56it/s]
epoch 504 iter 18: train loss 0.72940. lr 5.999992e-03:  78%|███████▊  | 18/23 [00:01<00:00, 14.56it/s]
epoch 504 iter 19: train loss 0.71784. lr 5.999992e-03:  78%|███████▊  | 18/23 [00:01<00:00, 14.56it/s]
epoch 504 iter 19: train loss 0.71784. lr 5.999992e-03:  87%|████████▋ | 20/23 [00:01<00:00, 14.53it/s]
epoch 504 iter 20: train loss 0.77622. lr 5.999992e-03:  87%|████████▋ | 20/23 [00:01<00:00, 14.53it/s]
epoch 504 iter 21: train loss 0.75230. lr 5.999992e-03:  87%|████████▋ | 20/23 [00:01<00:00, 14.53it/s]
epoch 504 iter 21: train loss 0.75230. lr 5.999992e-03:  96%|█████████▌| 22/23 [00:01<00:00, 14.51it/s]
epoch 504 iter 22: train loss 0.72015. lr 5.999992e-03:  96%|█████████▌| 22/23 [00:01<00:00, 14.51it/s]
epoch 504 iter 22: train loss 0.72015. lr 5.999992e-03: 100%|██████████| 23/23 [00:01<00:00, 14.56it/s]

  0%|          | 0/23 [00:00<?, ?it/s]
epoch 505 iter 0: train loss 0.74427. lr 5.999992e-03:   0%|          | 0/23 [00:00<?, ?it/s]
epoch 505 iter 1: train loss 0.75646. lr 5.999992e-03:   0%|          | 0/23 [00:00<?, ?it/s]
epoch 505 iter 1: train loss 0.75646. lr 5.999992e-03:   9%|▊         | 2/23 [00:00<00:01, 14.39it/s]
epoch 505 iter 2: train loss 0.72672. lr 5.999992e-03:   9%|▊         | 2/23 [00:00<00:01, 14.39it/s]
epoch 505 iter 3: train loss 0.75212. lr 5.999992e-03:   9%|▊         | 2/23 [00:00<00:01, 14.39it/s]
epoch 505 iter 3: train loss 0.75212. lr 5.999992e-03:  17%|█▋        | 4/23 [00:00<00:01, 14.45it/s]
epoch 505 iter 4: train loss 0.75480. lr 5.999992e-03:  17%|█▋        | 4/23 [00:00<00:01, 14.45it/s]
epoch 505 iter 5: train loss 0.76846. lr 5.999992e-03:  17%|█▋        | 4/23 [00:00<00:01, 14.45it/s]
epoch 505 iter 5: train loss 0.76846. lr 5.999992e-03:  26%|██▌       | 6/23 [00:00<00:01, 14.48it/s]
epoch 505 iter 6: train loss 0.74105. lr 5.999992e-03:  26%|██▌       | 6/23 [00:00<00:01, 14.48it/s]
epoch 505 iter 7: train loss 0.73227. lr 5.999992e-03:  26%|██▌       | 6/23 [00:00<00:01, 14.48it/s]
epoch 505 iter 7: train loss 0.73227. lr 5.999992e-03:  35%|███▍      | 8/23 [00:00<00:01, 14.53it/s]
epoch 505 iter 8: train loss 0.77918. lr 5.999992e-03:  35%|███▍      | 8/23 [00:00<00:01, 14.53it/s]
epoch 505 iter 9: train loss 0.77972. lr 5.999992e-03:  35%|███▍      | 8/23 [00:00<00:01, 14.53it/s]
epoch 505 iter 9: train loss 0.77972. lr 5.999992e-03:  43%|████▎     | 10/23 [00:00<00:00, 14.51it/s]
epoch 505 iter 10: train loss 0.73233. lr 5.999992e-03:  43%|████▎     | 10/23 [00:00<00:00, 14.51it/s]
epoch 505 iter 11: train loss 0.73674. lr 5.999992e-03:  43%|████▎     | 10/23 [00:00<00:00, 14.51it/s]
epoch 505 iter 11: train loss 0.73674. lr 5.999992e-03:  52%|█████▏    | 12/23 [00:00<00:00, 14.55it/s]
epoch 505 iter 12: train loss 0.72690. lr 5.999992e-03:  52%|█████▏    | 12/23 [00:00<00:00, 14.55it/s]
epoch 505 iter 13: train loss 0.74958. lr 5.999992e-03:  52%|█████▏    | 12/23 [00:00<00:00, 14.55it/s]
epoch 505 iter 13: train loss 0.74958. lr 5.999992e-03:  61%|██████    | 14/23 [00:00<00:00, 14.54it/s]
epoch 505 iter 14: train loss 0.69199. lr 5.999992e-03:  61%|██████    | 14/23 [00:01<00:00, 14.54it/s]
epoch 505 iter 15: train loss 0.73640. lr 5.999992e-03:  61%|██████    | 14/23 [00:01<00:00, 14.54it/s]
epoch 505 iter 15: train loss 0.73640. lr 5.999992e-03:  70%|██████▉   | 16/23 [00:01<00:00, 14.55it/s]
epoch 505 iter 16: train loss 0.73357. lr 5.999992e-03:  70%|██████▉   | 16/23 [00:01<00:00, 14.55it/s]
epoch 505 iter 17: train loss 0.74851. lr 5.999992e-03:  70%|██████▉   | 16/23 [00:01<00:00, 14.55it/s]
epoch 505 iter 17: train loss 0.74851. lr 5.999992e-03:  78%|███████▊  | 18/23 [00:01<00:00, 14.55it/s]
epoch 505 iter 18: train loss 0.73595. lr 5.999992e-03:  78%|███████▊  | 18/23 [00:01<00:00, 14.55it/s]
epoch 505 iter 19: train loss 0.70007. lr 5.999992e-03:  78%|███████▊  | 18/23 [00:01<00:00, 14.55it/s]
epoch 505 iter 19: train loss 0.70007. lr 5.999992e-03:  87%|████████▋ | 20/23 [00:01<00:00, 14.58it/s]
epoch 505 iter 20: train loss 0.75699. lr 5.999992e-03:  87%|████████▋ | 20/23 [00:01<00:00, 14.58it/s]
epoch 505 iter 21: train loss 0.76115. lr 5.999992e-03:  87%|████████▋ | 20/23 [00:01<00:00, 14.58it/s]
epoch 505 iter 21: train loss 0.76115. lr 5.999992e-03:  96%|█████████▌| 22/23 [00:01<00:00, 14.59it/s]
epoch 505 iter 22: train loss 0.73405. lr 5.999992e-03:  96%|█████████▌| 22/23 [00:01<00:00, 14.59it/s]
epoch 505 iter 22: train loss 0.73405. lr 5.999992e-03: 100%|██████████| 23/23 [00:01<00:00, 14.59it/s]

  0%|          | 0/23 [00:00<?, ?it/s]
epoch 506 iter 0: train loss 0.75112. lr 5.999992e-03:   0%|          | 0/23 [00:00<?, ?it/s]
epoch 506 iter 1: train loss 0.73850. lr 5.999992e-03:   0%|          | 0/23 [00:00<?, ?it/s]
epoch 506 iter 1: train loss 0.73850. lr 5.999992e-03:   9%|▊         | 2/23 [00:00<00:01, 14.62it/s]
epoch 506 iter 2: train loss 0.71176. lr 5.999992e-03:   9%|▊         | 2/23 [00:00<00:01, 14.62it/s]
epoch 506 iter 3: train loss 0.71070. lr 5.999992e-03:   9%|▊         | 2/23 [00:00<00:01, 14.62it/s]
epoch 506 iter 3: train loss 0.71070. lr 5.999992e-03:  17%|█▋        | 4/23 [00:00<00:01, 14.55it/s]
epoch 506 iter 4: train loss 0.74629. lr 5.999992e-03:  17%|█▋        | 4/23 [00:00<00:01, 14.55it/s]
epoch 506 iter 5: train loss 0.75561. lr 5.999992e-03:  17%|█▋        | 4/23 [00:00<00:01, 14.55it/s]
epoch 506 iter 5: train loss 0.75561. lr 5.999992e-03:  26%|██▌       | 6/23 [00:00<00:01, 14.53it/s]
epoch 506 iter 6: train loss 0.74563. lr 5.999992e-03:  26%|██▌       | 6/23 [00:00<00:01, 14.53it/s]
epoch 506 iter 7: train loss 0.74085. lr 5.999992e-03:  26%|██▌       | 6/23 [00:00<00:01, 14.53it/s]
epoch 506 iter 7: train loss 0.74085. lr 5.999992e-03:  35%|███▍      | 8/23 [00:00<00:01, 14.54it/s]
epoch 506 iter 8: train loss 0.71150. lr 5.999992e-03:  35%|███▍      | 8/23 [00:00<00:01, 14.54it/s]
epoch 506 iter 9: train loss 0.72883. lr 5.999992e-03:  35%|███▍      | 8/23 [00:00<00:01, 14.54it/s]
epoch 506 iter 9: train loss 0.72883. lr 5.999992e-03:  43%|████▎     | 10/23 [00:00<00:00, 14.54it/s]
epoch 506 iter 10: train loss 0.73374. lr 5.999992e-03:  43%|████▎     | 10/23 [00:00<00:00, 14.54it/s]
epoch 506 iter 11: train loss 0.77583. lr 5.999992e-03:  43%|████▎     | 10/23 [00:00<00:00, 14.54it/s]
epoch 506 iter 11: train loss 0.77583. lr 5.999992e-03:  52%|█████▏    | 12/23 [00:00<00:00, 14.53it/s]
epoch 506 iter 12: train loss 0.71997. lr 5.999992e-03:  52%|█████▏    | 12/23 [00:00<00:00, 14.53it/s]
epoch 506 iter 13: train loss 0.79517. lr 5.999992e-03:  52%|█████▏    | 12/23 [00:00<00:00, 14.53it/s]
epoch 506 iter 13: train loss 0.79517. lr 5.999992e-03:  61%|██████    | 14/23 [00:00<00:00, 14.53it/s]
epoch 506 iter 14: train loss 0.78111. lr 5.999992e-03:  61%|██████    | 14/23 [00:01<00:00, 14.53it/s]
epoch 506 iter 15: train loss 0.76540. lr 5.999992e-03:  61%|██████    | 14/23 [00:01<00:00, 14.53it/s]
epoch 506 iter 15: train loss 0.76540. lr 5.999992e-03:  70%|██████▉   | 16/23 [00:01<00:00, 14.55it/s]
epoch 506 iter 16: train loss 0.74980. lr 5.999992e-03:  70%|██████▉   | 16/23 [00:01<00:00, 14.55it/s]
epoch 506 iter 17: train loss 0.74095. lr 5.999992e-03:  70%|██████▉   | 16/23 [00:01<00:00, 14.55it/s]
epoch 506 iter 17: train loss 0.74095. lr 5.999992e-03:  78%|███████▊  | 18/23 [00:01<00:00, 14.55it/s]
epoch 506 iter 18: train loss 0.73501. lr 5.999992e-03:  78%|███████▊  | 18/23 [00:01<00:00, 14.55it/s]
epoch 506 iter 19: train loss 0.73027. lr 5.999992e-03:  78%|███████▊  | 18/23 [00:01<00:00, 14.55it/s]
epoch 506 iter 19: train loss 0.73027. lr 5.999992e-03:  87%|████████▋ | 20/23 [00:01<00:00, 14.54it/s]
epoch 506 iter 20: train loss 0.75839. lr 5.999992e-03:  87%|████████▋ | 20/23 [00:01<00:00, 14.54it/s]
epoch 506 iter 21: train loss 0.76650. lr 5.999992e-03:  87%|████████▋ | 20/23 [00:01<00:00, 14.54it/s]
epoch 506 iter 21: train loss 0.76650. lr 5.999992e-03:  96%|█████████▌| 22/23 [00:01<00:00, 14.57it/s]
epoch 506 iter 22: train loss 0.73838. lr 5.999992e-03:  96%|█████████▌| 22/23 [00:01<00:00, 14.57it/s]
epoch 506 iter 22: train loss 0.73838. lr 5.999992e-03: 100%|██████████| 23/23 [00:01<00:00, 14.56it/s]

  0%|          | 0/23 [00:00<?, ?it/s]
epoch 507 iter 0: train loss 0.76128. lr 5.999992e-03:   0%|          | 0/23 [00:00<?, ?it/s]
epoch 507 iter 1: train loss 0.73371. lr 5.999992e-03:   0%|          | 0/23 [00:00<?, ?it/s]
epoch 507 iter 1: train loss 0.73371. lr 5.999992e-03:   9%|▊         | 2/23 [00:00<00:01, 14.58it/s]
epoch 507 iter 2: train loss 0.72003. lr 5.999992e-03:   9%|▊         | 2/23 [00:00<00:01, 14.58it/s]
epoch 507 iter 3: train loss 0.73155. lr 5.999992e-03:   9%|▊         | 2/23 [00:00<00:01, 14.58it/s]
epoch 507 iter 3: train loss 0.73155. lr 5.999992e-03:  17%|█▋        | 4/23 [00:00<00:01, 14.54it/s]
epoch 507 iter 4: train loss 0.73675. lr 5.999992e-03:  17%|█▋        | 4/23 [00:00<00:01, 14.54it/s]
epoch 507 iter 5: train loss 0.74551. lr 5.999992e-03:  17%|█▋        | 4/23 [00:00<00:01, 14.54it/s]
epoch 507 iter 5: train loss 0.74551. lr 5.999992e-03:  26%|██▌       | 6/23 [00:00<00:01, 14.57it/s]
epoch 507 iter 6: train loss 0.76351. lr 5.999992e-03:  26%|██▌       | 6/23 [00:00<00:01, 14.57it/s]
epoch 507 iter 7: train loss 0.76667. lr 5.999992e-03:  26%|██▌       | 6/23 [00:00<00:01, 14.57it/s]
epoch 507 iter 7: train loss 0.76667. lr 5.999992e-03:  35%|███▍      | 8/23 [00:00<00:01, 14.58it/s]
epoch 507 iter 8: train loss 0.72253. lr 5.999992e-03:  35%|███▍      | 8/23 [00:00<00:01, 14.58it/s]
epoch 507 iter 9: train loss 0.76905. lr 5.999992e-03:  35%|███▍      | 8/23 [00:00<00:01, 14.58it/s]
epoch 507 iter 9: train loss 0.76905. lr 5.999992e-03:  43%|████▎     | 10/23 [00:00<00:00, 14.59it/s]
epoch 507 iter 10: train loss 0.75073. lr 5.999992e-03:  43%|████▎     | 10/23 [00:00<00:00, 14.59it/s]
epoch 507 iter 11: train loss 0.73809. lr 5.999992e-03:  43%|████▎     | 10/23 [00:00<00:00, 14.59it/s]
epoch 507 iter 11: train loss 0.73809. lr 5.999992e-03:  52%|█████▏    | 12/23 [00:00<00:00, 14.59it/s]
epoch 507 iter 12: train loss 0.77648. lr 5.999992e-03:  52%|█████▏    | 12/23 [00:00<00:00, 14.59it/s]
epoch 507 iter 13: train loss 0.74776. lr 5.999992e-03:  52%|█████▏    | 12/23 [00:00<00:00, 14.59it/s]
epoch 507 iter 13: train loss 0.74776. lr 5.999992e-03:  61%|██████    | 14/23 [00:00<00:00, 14.60it/s]
epoch 507 iter 14: train loss 0.71178. lr 5.999992e-03:  61%|██████    | 14/23 [00:01<00:00, 14.60it/s]
epoch 507 iter 15: train loss 0.70766. lr 5.999992e-03:  61%|██████    | 14/23 [00:01<00:00, 14.60it/s]
epoch 507 iter 15: train loss 0.70766. lr 5.999992e-03:  70%|██████▉   | 16/23 [00:01<00:00, 14.59it/s]
epoch 507 iter 16: train loss 0.72991. lr 5.999992e-03:  70%|██████▉   | 16/23 [00:01<00:00, 14.59it/s]
epoch 507 iter 17: train loss 0.74391. lr 5.999992e-03:  70%|██████▉   | 16/23 [00:01<00:00, 14.59it/s]
epoch 507 iter 17: train loss 0.74391. lr 5.999992e-03:  78%|███████▊  | 18/23 [00:01<00:00, 14.59it/s]
epoch 507 iter 18: train loss 0.74792. lr 5.999992e-03:  78%|███████▊  | 18/23 [00:01<00:00, 14.59it/s]
epoch 507 iter 19: train loss 0.73038. lr 5.999992e-03:  78%|███████▊  | 18/23 [00:01<00:00, 14.59it/s]
epoch 507 iter 19: train loss 0.73038. lr 5.999992e-03:  87%|████████▋ | 20/23 [00:01<00:00, 14.58it/s]
epoch 507 iter 20: train loss 0.74956. lr 5.999992e-03:  87%|████████▋ | 20/23 [00:01<00:00, 14.58it/s]
epoch 507 iter 21: train loss 0.75096. lr 5.999992e-03:  87%|████████▋ | 20/23 [00:01<00:00, 14.58it/s]
epoch 507 iter 21: train loss 0.75096. lr 5.999992e-03:  96%|█████████▌| 22/23 [00:01<00:00, 14.54it/s]
epoch 507 iter 22: train loss 0.74503. lr 5.999992e-03:  96%|█████████▌| 22/23 [00:01<00:00, 14.54it/s]
epoch 507 iter 22: train loss 0.74503. lr 5.999992e-03: 100%|██████████| 23/23 [00:01<00:00, 14.59it/s]

  0%|          | 0/23 [00:00<?, ?it/s]
epoch 508 iter 0: train loss 0.74160. lr 5.999992e-03:   0%|          | 0/23 [00:00<?, ?it/s]
epoch 508 iter 1: train loss 0.70070. lr 5.999992e-03:   0%|          | 0/23 [00:00<?, ?it/s]
epoch 508 iter 1: train loss 0.70070. lr 5.999992e-03:   9%|▊         | 2/23 [00:00<00:01, 14.62it/s]
epoch 508 iter 2: train loss 0.72291. lr 5.999992e-03:   9%|▊         | 2/23 [00:00<00:01, 14.62it/s]
epoch 508 iter 3: train loss 0.74359. lr 5.999992e-03:   9%|▊         | 2/23 [00:00<00:01, 14.62it/s]
epoch 508 iter 3: train loss 0.74359. lr 5.999992e-03:  17%|█▋        | 4/23 [00:00<00:01, 14.59it/s]
epoch 508 iter 4: train loss 0.70996. lr 5.999992e-03:  17%|█▋        | 4/23 [00:00<00:01, 14.59it/s]
epoch 508 iter 5: train loss 0.75541. lr 5.999992e-03:  17%|█▋        | 4/23 [00:00<00:01, 14.59it/s]
epoch 508 iter 5: train loss 0.75541. lr 5.999992e-03:  26%|██▌       | 6/23 [00:00<00:01, 14.59it/s]
epoch 508 iter 6: train loss 0.73928. lr 5.999992e-03:  26%|██▌       | 6/23 [00:00<00:01, 14.59it/s]
epoch 508 iter 7: train loss 0.74834. lr 5.999992e-03:  26%|██▌       | 6/23 [00:00<00:01, 14.59it/s]
epoch 508 iter 7: train loss 0.74834. lr 5.999992e-03:  35%|███▍      | 8/23 [00:00<00:01, 14.58it/s]
epoch 508 iter 8: train loss 0.74963. lr 5.999992e-03:  35%|███▍      | 8/23 [00:00<00:01, 14.58it/s]
epoch 508 iter 9: train loss 0.74925. lr 5.999992e-03:  35%|███▍      | 8/23 [00:00<00:01, 14.58it/s]
epoch 508 iter 9: train loss 0.74925. lr 5.999992e-03:  43%|████▎     | 10/23 [00:00<00:00, 14.58it/s]
epoch 508 iter 10: train loss 0.73537. lr 5.999992e-03:  43%|████▎     | 10/23 [00:00<00:00, 14.58it/s]
epoch 508 iter 11: train loss 0.73264. lr 5.999992e-03:  43%|████▎     | 10/23 [00:00<00:00, 14.58it/s]
epoch 508 iter 11: train loss 0.73264. lr 5.999992e-03:  52%|█████▏    | 12/23 [00:00<00:00, 14.57it/s]
